时间,门店代码,门店名称,省,市,区,门店类型,门店级别,门店状态,开店日期,二级渠道,门店面积,客流量,客单价,转化率,GMV,grade,二级渠道Type,门店级别Type,门店类型Type,Date,year,month,销售时长,修正转化率,开店时长,binned_data
2023年5月,JM11542,小米之家广东佛山南海区黄岐嘉洲广场专卖店,广东,佛山市,南海区,专卖店,体验店-B1,营业中,2020/6/6,米家专卖店,80,8360,1247.41,12.09,1216546.86,B,2,8,2,2023/5/1,2023,5,0.92,12.09,3.82,Low
2023年4月,JM11542,小米之家广东佛山南海区黄岐嘉洲广场专卖店,广东,佛山市,南海区,专卖店,体验店-B1,营业中,2020/6/6,米家专卖店,80,7541,1313.28,11.89,1154555.26,B,2,8,2,2023/4/1,2023,4,1,11.89,3.82,Low
2023年2月,MI51188,小米之家广东深圳福田区卓悦汇店,广东,深圳市,福田区,直营店,A-形象店-MES Plus,营业中,2019/10/1,米家自营,187,19172,795.87,7.44,1100446.51,B,1,5,1,2023/2/1,2023,2,1.16,7.44,4.5,Low
2023年5月,JM11351,小米之家广东佛山顺德区容桂海骏达城专卖店,广东,佛山市,顺德区,专卖店,A-形象店-MES Plus,营业中,2019/12/28,米家专卖店,130,8968,1049.32,13.57,1481759.87,B,2,5,2,2023/5/1,2023,5,0.92,13.57,4.26,Low
2023年3月,JM11351,小米之家广东佛山顺德区容桂海骏达城专卖店,广东,佛山市,顺德区,专卖店,A-形象店-MES Plus,营业中,2019/12/28,米家专卖店,130,5796,1092.56,14.35,1042416.89,B,2,5,2,2023/3/1,2023,3,1.08,14.35,4.26,Low
2023年5月,JM14603,小米之家广东深圳龙华区壹方天地专卖店,广东,深圳市,龙华区,专卖店,A-形象店-MES Plus,营业中,2021/3/27,米家专卖店,153.39,7206,1738.97,24.7,3311524.88,B,2,5,2,2023/5/1,2023,5,0.92,20,3.01,Low
2023年11月,JM11351,小米之家广东佛山顺德区容桂海骏达城专卖店,广东,佛山市,顺德区,专卖店,A-形象店-MES Plus,营业中,2019/12/28,米家专卖店,130,9803,1388.61,17.74,2406333.35,B,2,5,2,2023/11/1,2023,11,0.41,17.74,4.26,Low
2023年10月,JM11351,小米之家广东佛山顺德区容桂海骏达城专卖店,广东,佛山市,顺德区,专卖店,A-形象店-MES Plus,营业中,2019/12/28,米家专卖店,130,11352,1323.04,11.02,1671176.84,B,2,5,2,2023/10/1,2023,10,0.5,11.02,4.26,Low
2023年4月,MI51188,小米之家广东深圳福田区卓悦汇店,广东,深圳市,福田区,直营店,A-形象店-MES Plus,营业中,2019/10/1,米家自营,187,19994,799.54,8.49,1335960.4,B,1,5,1,2023/4/1,2023,4,1,8.49,4.5,Low
2023年1月,MI51188,小米之家广东深圳福田区卓悦汇店,广东,深圳市,福田区,直营店,A-形象店-MES Plus,营业中,2019/10/1,米家自营,187,23340,939.63,8.42,1764666.93,B,1,5,1,2023/1/1,2023,1,1.24,8.42,4.5,Low
2023年9月,JM14603,小米之家广东深圳龙华区壹方天地专卖店,广东,深圳市,龙华区,专卖店,A-形象店-MES Plus,营业中,2021/3/27,米家专卖店,153.39,6056,1045.89,23.76,1430359.39,B,2,5,2,2023/9/1,2023,9,0.58,20,3.01,Low
2024年3月,MI51188,小米之家广东深圳福田区卓悦汇店,广东,深圳市,福田区,直营店,A-形象店-MES Plus,营业中,2019/10/1,米家自营,187,16390,858.3,11.65,1484520.22,B,1,5,1,2024/3/1,2024,3,0.08,11.65,4.5,Low
2023年7月,JM11351,小米之家广东佛山顺德区容桂海骏达城专卖店,广东,佛山市,顺德区,专卖店,A-形象店-MES Plus,营业中,2019/12/28,米家专卖店,130,11076,1253.9,14.75,2103065.54,B,2,5,2,2023/7/1,2023,7,0.75,14.75,4.26,Low
2023年4月,JM11351,小米之家广东佛山顺德区容桂海骏达城专卖店,广东,佛山市,顺德区,专卖店,A-形象店-MES Plus,营业中,2019/12/28,米家专卖店,130,8158,1215.14,13.75,1549374.48,B,2,5,2,2023/4/1,2023,4,1,13.75,4.26,Low
2023年2月,JM11351,小米之家广东佛山顺德区容桂海骏达城专卖店,广东,佛山市,顺德区,专卖店,A-形象店-MES Plus,营业中,2019/12/28,米家专卖店,130,6771,1013.05,13.85,1091440.21,B,2,5,2,2023/2/1,2023,2,1.16,13.85,4.26,Low
2024年3月,JM14603,小米之家广东深圳龙华区壹方天地专卖店,广东,深圳市,龙华区,专卖店,A-形象店-MES Plus,营业中,2021/3/27,米家专卖店,153.39,8940,1260.79,16.47,1826116.38,B,2,5,2,2024/3/1,2024,3,0.08,16.47,3.01,Low
2023年9月,MI51188,小米之家广东深圳福田区卓悦汇店,广东,深圳市,福田区,直营店,A-形象店-MES Plus,营业中,2019/10/1,米家自营,187,23143,750.89,7.83,1346599.03,B,1,5,1,2023/9/1,2023,9,0.58,7.83,4.5,Low
2023年4月,JM14603,小米之家广东深圳龙华区壹方天地专卖店,广东,深圳市,龙华区,专卖店,A-形象店-MES Plus,营业中,2021/3/27,米家专卖店,153.39,8829,1234.56,21.16,2325127.7,B,2,5,2,2023/4/1,2023,4,1,20,3.01,Low
2023年6月,MI51188,小米之家广东深圳福田区卓悦汇店,广东,深圳市,福田区,直营店,A-形象店-MES Plus,营业中,2019/10/1,米家自营,187,22451,865.79,7.36,1375519.42,B,1,5,1,2023/6/1,2023,6,0.83,7.36,4.5,Low
2023年11月,JM14603,小米之家广东深圳龙华区壹方天地专卖店,广东,深圳市,龙华区,专卖店,A-形象店-MES Plus,营业中,2021/3/27,米家专卖店,153.39,10944,2204.38,12.67,2898729.96,B,2,5,2,2023/11/1,2023,11,0.41,12.67,3.01,Low
2023年12月,JM11351,小米之家广东佛山顺德区容桂海骏达城专卖店,广东,佛山市,顺德区,专卖店,A-形象店-MES Plus,营业中,2019/12/28,米家专卖店,130,9931,1297,12.62,1824560.54,B,2,5,2,2023/12/1,2023,12,0.33,12.62,4.26,Low
2023年11月,MI51188,小米之家广东深圳福田区卓悦汇店,广东,深圳市,福田区,直营店,A-形象店-MES Plus,营业中,2019/10/1,米家自营,187,25185,1421.44,8.12,2724945.28,B,1,5,1,2023/11/1,2023,11,0.41,8.12,4.5,Low
2023年11月,JM13037,小米之家广东中山阜沙阜建路专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/12/12,米家专卖店,98,1555,1858.92,14.79,395241.64,B,2,9,2,2023/11/1,2023,11,0.41,14.79,3.3,Low
2023年7月,JM13037,小米之家广东中山阜沙阜建路专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/12/12,米家专卖店,98,1387,1166.96,15.65,245698.29,B,2,9,2,2023/7/1,2023,7,0.75,15.65,3.3,Low
2024年3月,JM13037,小米之家广东中山阜沙阜建路专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/12/12,米家专卖店,98,1302,1189.99,18.36,278479.28,B,2,9,2,2024/3/1,2024,3,0.08,18.36,3.3,Low
2023年12月,JM13037,小米之家广东中山阜沙阜建路专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/12/12,米家专卖店,98,1478,1727.85,15.83,397604.33,B,2,9,2,2023/12/1,2023,12,0.33,15.83,3.3,Low
2023年8月,JM19743,小米之家广东深圳宝安区东海百货专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/7/24,米家专卖店,86,5549,990.94,8.97,482042.77,B,2,8,2,2023/8/1,2023,8,0.66,8.97,2.68,Low
2023年6月,JM19743,小米之家广东深圳宝安区东海百货专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/7/24,米家专卖店,86,4605,1015.73,11.4,522290,B,2,8,2,2023/6/1,2023,6,0.83,11.4,2.68,Low
2023年3月,JM13037,小米之家广东中山阜沙阜建路专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/12/12,米家专卖店,98,991,777.91,13.82,100958.38,B,2,9,2,2023/3/1,2023,3,1.08,13.82,3.3,Low
2023年2月,JM19743,小米之家广东深圳宝安区东海百货专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/7/24,米家专卖店,86,3698,991.36,12.44,432086.25,B,2,8,2,2023/2/1,2023,2,1.16,12.44,2.68,Low
2023年11月,JM19743,小米之家广东深圳宝安区东海百货专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/7/24,米家专卖店,86,6465,1400.55,8.35,734575.72,B,2,8,2,2023/11/1,2023,11,0.41,8.35,2.68,Low
2023年5月,JM19743,小米之家广东深圳宝安区东海百货专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/7/24,米家专卖店,86,4108,1056.24,11.59,496234.26,B,2,8,2,2023/5/1,2023,5,0.92,11.59,2.68,Low
2024年1月,JM19743,小米之家广东深圳宝安区东海百货专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/7/24,米家专卖店,86,5571,1240.34,10.46,694637.89,B,2,8,2,2024/1/1,2024,1,0.24,10.46,2.68,Low
2023年9月,JM19743,小米之家广东深圳宝安区东海百货专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/7/24,米家专卖店,86,4643,938.83,10.14,441641.56,B,2,8,2,2023/9/1,2023,9,0.58,10.14,2.68,Low
2023年4月,JM19743,小米之家广东深圳宝安区东海百货专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/7/24,米家专卖店,86,4842,1077.28,10.06,511069.68,B,2,8,2,2023/4/1,2023,4,1,10.06,2.68,Low
2023年12月,JM20091,小米之家广东广州白云区华通广场专卖店,广东,广州市,白云区,专卖店,体验店-B1,营业中,2021/8/20,米家专卖店,91,6407,1857.14,12.14,2638891.33,B,2,8,2,2023/12/1,2023,12,0.33,12.14,2.61,Low
2023年10月,JM20091,小米之家广东广州白云区华通广场专卖店,广东,广州市,白云区,专卖店,体验店-B1,营业中,2021/8/20,米家专卖店,91,6267,1726.86,11.97,1322611.27,B,2,8,2,2023/10/1,2023,10,0.5,11.97,2.61,Low
2023年1月,JM20091,小米之家广东广州白云区华通广场专卖店,广东,广州市,白云区,专卖店,体验店-B1,营业中,2021/8/20,米家专卖店,91,4913,1435.17,11.58,949324.79,B,2,8,2,2023/1/1,2023,1,1.24,11.58,2.61,Low
2024年3月,JM20091,小米之家广东广州白云区华通广场专卖店,广东,广州市,白云区,专卖店,体验店-B1,营业中,2021/8/20,米家专卖店,91,5648,1674.69,13.93,1451837.59,B,2,8,2,2024/3/1,2024,3,0.08,13.93,2.61,Low
2023年6月,JM20091,小米之家广东广州白云区华通广场专卖店,广东,广州市,白云区,专卖店,体验店-B1,营业中,2021/8/20,米家专卖店,91,5677,1644.79,13.97,1314225.22,B,2,8,2,2023/6/1,2023,6,0.83,13.97,2.61,Low
2023年9月,JM20091,小米之家广东广州白云区华通广场专卖店,广东,广州市,白云区,专卖店,体验店-B1,营业中,2021/8/20,米家专卖店,91,6002,1204.11,12.63,892039.96,B,2,8,2,2023/9/1,2023,9,0.58,12.63,2.61,Low
2023年4月,JM20091,小米之家广东广州白云区华通广场专卖店,广东,广州市,白云区,专卖店,体验店-B1,营业中,2021/8/20,米家专卖店,91,5309,1238.27,11.89,732691.16,B,2,8,2,2023/4/1,2023,4,1,11.89,2.61,Low
2023年2月,JM19615,小米之家广东惠州惠东县天虹购物中心专卖店,广东,惠州市,惠东县,专卖店,体验店-B1,营业中,2022/7/12,米家专卖店,84,2866,1253.93,7.78,268091.58,B,2,8,2,2023/2/1,2023,2,1.16,7.78,1.72,Low
2023年10月,JM19615,小米之家广东惠州惠东县天虹购物中心专卖店,广东,惠州市,惠东县,专卖店,体验店-B1,营业中,2022/7/12,米家专卖店,84,5623,1395.06,6.74,517764.96,B,2,8,2,2023/10/1,2023,10,0.5,6.74,1.72,Low
2023年6月,JM19615,小米之家广东惠州惠东县天虹购物中心专卖店,广东,惠州市,惠东县,专卖店,体验店-B1,营业中,2022/7/12,米家专卖店,84,3438,1315.59,9.98,436889.5,B,2,8,2,2023/6/1,2023,6,0.83,9.98,1.72,Low
2023年2月,JM11755,小米之家广东惠州惠阳区大亚湾万达广场专卖店,广东,惠州市,惠阳区,专卖店,A-形象店-MES Plus,营业中,2020/10/1,米家专卖店,154,14244,1438.55,6.02,1179797.46,B,2,5,2,2023/2/1,2023,2,1.16,6.02,3.5,Low
2024年3月,JM11755,小米之家广东惠州惠阳区大亚湾万达广场专卖店,广东,惠州市,惠阳区,专卖店,A-形象店-MES Plus,营业中,2020/10/1,米家专卖店,154,17269,1394.34,6.39,1484962.35,B,2,5,2,2024/3/1,2024,3,0.08,6.39,3.5,Low
2024年1月,JM20888,小米之家广东佛山顺德区欢乐海岸PLUS专卖店,广东,佛山市,顺德区,专卖店,体验店-B1,营业中,2024/2/7,米家专卖店,103,2451,808.96,4.45,87328.11,B,2,8,2,2024/1/1,2024,1,0.24,4.45,0.14,Low
2023年1月,JM19926,小米之家广东广州黄埔区绿地缤纷城专卖店,广东,广州市,黄埔区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,120,5725,1663.34,11.39,1275791.71,B,2,8,2,2023/1/1,2023,1,1.24,11.39,2.92,Low
2023年3月,JM19926,小米之家广东广州黄埔区绿地缤纷城专卖店,广东,广州市,黄埔区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,120,5664,1404.56,12.48,1046475.32,B,2,8,2,2023/3/1,2023,3,1.08,12.48,2.92,Low
2023年8月,JM19926,小米之家广东广州黄埔区绿地缤纷城专卖店,广东,广州市,黄埔区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,120,6912,1309.41,9.94,946914.89,B,2,8,2,2023/8/1,2023,8,0.66,9.94,2.92,Low
2023年11月,JM19926,小米之家广东广州黄埔区绿地缤纷城专卖店,广东,广州市,黄埔区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,120,8635,2677.06,8.62,1972379.16,B,2,8,2,2023/11/1,2023,11,0.41,8.62,2.92,Low
2023年7月,JM19926,小米之家广东广州黄埔区绿地缤纷城专卖店,广东,广州市,黄埔区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,120,6277,1122.19,11.68,861864.51,B,2,8,2,2023/7/1,2023,7,0.75,11.68,2.92,Low
2024年1月,JM19926,小米之家广东广州黄埔区绿地缤纷城专卖店,广东,广州市,黄埔区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,120,6486,1975.29,10.38,1306494.15,B,2,8,2,2024/1/1,2024,1,0.24,10.38,2.92,Low
2023年10月,JM70108,小米之家广东深圳龙岗区仁恒梦中心专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2022/12/29,米家专卖店,98,4836,1185.58,13.03,731098.37,B,2,8,2,2023/10/1,2023,10,0.5,13.03,1.25,Low
2023年6月,JM70108,小米之家广东深圳龙岗区仁恒梦中心专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2022/12/29,米家专卖店,98,6121,1014.39,9.33,723585.97,B,2,8,2,2023/6/1,2023,6,0.83,9.33,1.25,Low
2023年3月,JM70108,小米之家广东深圳龙岗区仁恒梦中心专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2022/12/29,米家专卖店,98,4673,578.95,9.33,250593.87,B,2,8,2,2023/3/1,2023,3,1.08,9.33,1.25,Low
2023年6月,JM19740,小米之家广东广州黄埔区佳纷天地专卖店,广东,广州市,黄埔区,专卖店,体验店-B1,营业中,2021/7/22,米家专卖店,115.35,2693,731.55,13.78,265161.49,B,2,8,2,2023/6/1,2023,6,0.83,13.78,2.69,Low
2023年4月,JM70108,小米之家广东深圳龙岗区仁恒梦中心专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2022/12/29,米家专卖店,98,6291,990.16,9.03,538102.52,B,2,8,2,2023/4/1,2023,4,1,9.03,1.25,Low
2024年3月,JM19740,小米之家广东广州黄埔区佳纷天地专卖店,广东,广州市,黄埔区,专卖店,体验店-B1,营业中,2021/7/22,米家专卖店,115.35,4183,653.81,7.94,212625.93,B,2,8,2,2024/3/1,2024,3,0.08,7.94,2.69,Low
2024年2月,JM72509,小米之家广东汕头澄海区益民路专卖店,广东,汕头市,澄海区,专卖店,体验店-B2,营业中,2023/12/7,米家专卖店,135,1449,1257.01,21.12,383019.75,B,2,9,2,2024/2/1,2024,2,0.16,20,0.31,Low
2024年1月,JM72509,小米之家广东汕头澄海区益民路专卖店,广东,汕头市,澄海区,专卖店,体验店-B2,营业中,2023/12/7,米家专卖店,135,1818,1301.67,15.07,353765.9,B,2,9,2,2024/1/1,2024,1,0.24,15.07,0.31,Low
2023年12月,JM18613,小米之家广东惠州惠阳区东晟购物广场专卖店,广东,惠州市,惠阳区,专卖店,体验店-B1,营业中,2021/12/22,米家专卖店,82,2045,2276.11,42.69,1858648.42,B,2,8,2,2023/12/1,2023,12,0.33,20,2.27,Low
2023年10月,JM18613,小米之家广东惠州惠阳区东晟购物广场专卖店,广东,惠州市,惠阳区,专卖店,体验店-B1,营业中,2021/12/22,米家专卖店,82,1646,2399.83,39.49,1525758.37,B,2,8,2,2023/10/1,2023,10,0.5,20,2.27,Low
2023年1月,JM18613,小米之家广东惠州惠阳区东晟购物广场专卖店,广东,惠州市,惠阳区,专卖店,体验店-B1,营业中,2021/12/22,米家专卖店,82,1435,1106.16,17.49,277646.04,B,2,8,2,2023/1/1,2023,1,1.24,17.49,2.27,Low
2024年2月,JM20844,小米之家广东惠州惠城区汇乐城专卖店,广东,惠州市,惠城区,专卖店,体验店-B1,营业中,2024/1/5,米家专卖店,121,3071,1345.5,13.48,545156.91,B,2,8,2,2024/2/1,2024,2,0.16,13.48,0.23,Low
2023年12月,JM72892,小米之家广东汕头澄海中骏世界城专卖店,广东,汕头市,澄海区,专卖店,体验店-B1,营业中,2024/1/15,米家专卖店,100,654,795.83,13.61,70828.97,B,2,8,2,2023/12/1,2023,12,0.33,13.61,0.21,Low
2023年2月,JM14021,小米之家广东深圳龙岗区布吉佳兆业广场专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2021/2/6,米家专卖店,89,2276,807.92,15.11,271453.1,B,2,8,2,2023/2/1,2023,2,1.16,15.11,3.15,Low
2024年2月,JM14021,小米之家广东深圳龙岗区布吉佳兆业广场专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2021/2/6,米家专卖店,89,5099,958.31,12.02,584586,B,2,8,2,2024/2/1,2024,2,0.16,12.02,3.15,Low
2023年5月,JM14021,小米之家广东深圳龙岗区布吉佳兆业广场专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2021/2/6,米家专卖店,89,3254,645.14,19.55,609610.21,B,2,8,2,2023/5/1,2023,5,0.92,19.55,3.15,Low
2024年2月,JM72041,小米之家广东东莞黄江镇公常路专卖店,广东,东莞市,东莞市,专卖店,专卖店-C2,营业中,2023/10/10,米家专卖店,68,1432,1218.82,18.78,316877.4,C,2,12,2,2024/2/1,2024,2,0.16,18.78,0.47,Low
2023年12月,JM11444,小米之家广东深圳宝安区大仟里专卖店,广东,深圳市,宝安区,专卖店,A-形象店-MES Plus,营业中,2020/5/1,米家专卖店,128,32254,1293.43,6.48,2626456.41,B,2,5,2,2023/12/1,2023,12,0.33,6.48,3.92,Low
2023年3月,JM11444,小米之家广东深圳宝安区大仟里专卖店,广东,深圳市,宝安区,专卖店,A-形象店-MES Plus,营业中,2020/5/1,米家专卖店,128,16719,1172.17,6.45,1580182.6,B,2,5,2,2023/3/1,2023,3,1.08,6.45,3.92,Low
2023年6月,JM15370,小米之家广东东莞麻涌嘉荣购物广场专卖店,广东,东莞市,麻涌镇,专卖店,体验店-B1,营业中,2021/3/29,米家专卖店,100,1679,1165.18,23.17,444029.14,B,2,8,2,2023/6/1,2023,6,0.83,20,3.01,Low
2023年9月,JM15370,小米之家广东东莞麻涌嘉荣购物广场专卖店,广东,东莞市,麻涌镇,专卖店,体验店-B1,营业中,2021/3/29,米家专卖店,100,1521,1429.7,17.09,367146.13,B,2,8,2,2023/9/1,2023,9,0.58,17.09,3.01,Low
2023年8月,JM15370,小米之家广东东莞麻涌嘉荣购物广场专卖店,广东,东莞市,麻涌镇,专卖店,体验店-B1,营业中,2021/3/29,米家专卖店,100,1889,1387.15,13.34,341021.64,B,2,8,2,2023/8/1,2023,8,0.66,13.34,3.01,Low
2023年12月,JM20002,小米之家广东东莞大岭山天和百货专卖店,广东,东莞市,大岭山镇,专卖店,体验店-B1,营业中,2022/9/30,米家专卖店,80,6876,1805.12,9.89,1182101.47,B,2,8,2,2023/12/1,2023,12,0.33,9.89,1.5,Low
2024年3月,JM20002,小米之家广东东莞大岭山天和百货专卖店,广东,东莞市,大岭山镇,专卖店,体验店-B1,营业中,2022/9/30,米家专卖店,80,5476,1209.23,10.83,690678.03,B,2,8,2,2024/3/1,2024,3,0.08,10.83,1.5,Low
2023年5月,JM20136,小米之家广东广州海珠区万达广场专卖店,广东,广州市,海珠区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,105,20601,1293.56,5.43,1580984.15,B,2,8,2,2023/5/1,2023,5,0.92,5.43,2.92,Low
2024年2月,JM20136,小米之家广东广州海珠区万达广场专卖店,广东,广州市,海珠区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,105,10753,1837.63,8.3,1595576.75,B,2,8,2,2024/2/1,2024,2,0.16,8.3,2.92,Low
2024年2月,JM11542,小米之家广东佛山南海区黄岐嘉洲广场专卖店,广东,佛山市,南海区,专卖店,体验店-B1,营业中,2020/6/6,米家专卖店,80,9125,1108.05,9.64,948605.51,B,2,8,2,2024/2/1,2024,2,0.16,9.64,3.82,Low
2023年9月,JM11542,小米之家广东佛山南海区黄岐嘉洲广场专卖店,广东,佛山市,南海区,专卖店,体验店-B1,营业中,2020/6/6,米家专卖店,80,7707,1133.33,8.47,707865.71,B,2,8,2,2023/9/1,2023,9,0.58,8.47,3.82,Low
